Asset Type,Date,Usage Time,Last Maintenance Date,Stock Level,Reorder Point,Equipment Status,Usage Pattern
Anesthesia Machine,09-07-2022,8,09-07-2022,5,3,Operational,As needed
PPE Kit,09-08-2022,4,09-08-2022,1,8,Operational,As needed
Surgical Gloves,09-08-2022,7,09-08-2022,4,5,Operational,As needed
Heart Monitor,09-08-2022,8,09-08-2022,5,3,Operational,As needed
X-Ray Machine,09-08-2022,8,09-08-2022,5,3,Operational,As needed
Anesthesia Machine,09-08-2022,8,09-08-2022,5,3,Operational,As needed
PPE Kit,09-09-2022,10,09-09-2022,7,4,Operational,As needed
Surgical Gloves,09-09-2022,7,09-09-2022,4,1,Operational,As needed
Heart Monitor,09-09-2022,8,09-09-2022,5,3,Operational,As needed
X-Ray Machine,09-09-2022,8,09-09-2022,5,3,Operational,As needed
Anesthesia Machine,09-09-2022,8,09-09-2022,5,3,Operational,As needed
Anesthesia Machine,09-10-2022,8,09-10-2022,5,3,Operational,As needed
Heart Monitor,09-10-2022,8,09-10-2022,5,3,Operational,As needed
X-Ray Machine,09-10-2022,8,09-10-2022,5,3,Operational,As needed
PPE Kit,09-10-2022,8,09-10-2022,5,5,Operational,As needed
Surgical Gloves,09-10-2022,8,09-10-2022,5,5,Operational,As needed
Heart Monitor,09-11-2022,8,09-11-2022,5,3,Operational,As needed
PPE Kit,09-11-2022,11,09-11-2022,8,9,Operational,As needed
Surgical Gloves,09-11-2022,12,09-11-2022,9,9,Operational,As needed
Anesthesia Machine,09-11-2022,8,09-11-2022,5,3,Operational,As needed
X-Ray Machine,09-11-2022,8,09-11-2022,5,3,Operational,As needed
Anesthesia Machine,09-12-2022,8,09-12-2022,5,3,Operational,As needed
X-Ray Machine,09-12-2022,8,09-12-2022,5,3,Operational,As needed
Heart Monitor,09-12-2022,8,09-12-2022,5,3,Operational,As needed
Surgical Gloves,09-12-2022,10,09-12-2022,7,5,Operational,As needed
PPE Kit,09-12-2022,9,09-12-2022,6,1,Operational,As needed
Surgical Gloves,9/13/2022,11,9/13/2022,8,4,Operational,As needed
PPE Kit,9/13/2022,8,9/13/2022,5,6,Operational,As needed
X-Ray Machine,9/13/2022,8,9/13/2022,5,3,Operational,As needed
Heart Monitor,9/13/2022,8,9/13/2022,5,3,Operational,As needed
Anesthesia Machine,9/13/2022,8,9/13/2022,5,3,Operational,As needed
Anesthesia Machine,9/14/2022,8,9/14/2022,5,3,Operational,As needed
X-Ray Machine,9/14/2022,8,9/14/2022,5,3,Operational,As needed
PPE Kit,9/14/2022,9,9/14/2022,6,5,Operational,As needed
Surgical Gloves,9/14/2022,5,9/14/2022,2,4,Operational,As needed
Heart Monitor,9/14/2022,8,9/14/2022,5,3,Operational,As needed
PPE Kit,9/15/2022,4,9/15/2022,1,9,Operational,As needed
Surgical Gloves,9/15/2022,8,9/15/2022,5,6,Operational,As needed
Heart Monitor,9/15/2022,8,9/15/2022,5,3,Operational,As needed
X-Ray Machine,9/15/2022,8,9/15/2022,5,3,Operational,As needed
Anesthesia Machine,9/15/2022,8,9/15/2022,5,3,Operational,As needed
Anesthesia Machine,9/16/2022,8,9/16/2022,5,3,Operational,As needed
X-Ray Machine,9/16/2022,8,9/16/2022,5,3,Operational,As needed
Surgical Gloves,9/16/2022,10,9/16/2022,7,7,Operational,As needed
PPE Kit,9/16/2022,8,9/16/2022,5,1,Operational,As needed
Heart Monitor,9/16/2022,8,9/16/2022,5,3,Operational,As needed
PPE Kit,9/17/2022,4,9/17/2022,1,4,Operational,As needed
Surgical Gloves,9/17/2022,8,9/17/2022,5,5,Operational,As needed
Heart Monitor,9/17/2022,8,9/17/2022,5,3,Operational,As needed
X-Ray Machine,9/17/2022,8,9/17/2022,5,3,Operational,As needed
Anesthesia Machine,9/17/2022,8,9/17/2022,5,3,Operational,As needed
Anesthesia Machine,9/18/2022,8,9/18/2022,5,3,Operational,As needed
X-Ray Machine,9/18/2022,8,9/18/2022,5,3,Operational,As needed
PPE Kit,9/18/2022,9,9/18/2022,6,2,Operational,As needed
Surgical Gloves,9/18/2022,8,9/18/2022,5,7,Operational,As needed
Heart Monitor,9/18/2022,8,9/18/2022,5,3,Operational,As needed
PPE Kit,9/19/2022,6,9/19/2022,3,2,Operational,As needed
Surgical Gloves,9/19/2022,9,9/19/2022,6,7,Operational,As needed
Heart Monitor,9/19/2022,8,9/19/2022,5,3,Operational,As needed
X-Ray Machine,9/19/2022,8,9/19/2022,5,3,Operational,As needed
Anesthesia Machine,9/19/2022,8,9/19/2022,5,3,Operational,As needed
PPE Kit,9/20/2022,5,9/20/2022,2,6,Operational,As needed
Surgical Gloves,9/20/2022,5,9/20/2022,2,7,Operational,As needed
Heart Monitor,9/20/2022,8,9/20/2022,5,3,Operational,As needed
X-Ray Machine,9/20/2022,8,9/20/2022,5,3,Operational,As needed
Anesthesia Machine,9/20/2022,8,9/20/2022,5,3,Operational,As needed
Anesthesia Machine,9/21/2022,8,9/21/2022,5,3,Operational,As needed
X-Ray Machine,9/21/2022,8,9/21/2022,5,3,Operational,As needed
PPE Kit,9/21/2022,7,9/21/2022,4,9,Operational,As needed
Surgical Gloves,9/21/2022,8,9/21/2022,5,5,Operational,As needed
Heart Monitor,9/21/2022,8,9/21/2022,5,3,Operational,As needed
PPE Kit,9/22/2022,11,9/22/2022,8,7,Operational,As needed
Surgical Gloves,9/22/2022,8,9/22/2022,5,3,Operational,As needed
Heart Monitor,9/22/2022,8,9/22/2022,5,3,Operational,As needed
X-Ray Machine,9/22/2022,8,9/22/2022,5,3,Operational,As needed
Anesthesia Machine,9/22/2022,8,9/22/2022,5,3,Operational,As needed
PPE Kit,9/23/2022,6,9/23/2022,3,8,Operational,As needed
Surgical Gloves,9/23/2022,7,9/23/2022,4,3,Operational,As needed
Heart Monitor,9/23/2022,8,9/23/2022,5,3,Operational,As needed
X-Ray Machine,9/23/2022,8,9/23/2022,5,3,Operational,As needed
Anesthesia Machine,9/23/2022,8,9/23/2022,5,3,Operational,As needed
Anesthesia Machine,9/24/2022,8,9/24/2022,5,3,Operational,As needed
X-Ray Machine,9/24/2022,8,9/24/2022,5,3,Operational,As needed
Heart Monitor,9/24/2022,8,9/24/2022,5,3,Operational,As needed
PPE Kit,9/24/2022,8,9/24/2022,5,1,Operational,As needed
Surgical Gloves,9/24/2022,6,9/24/2022,3,1,Operational,As needed
PPE Kit,9/25/2022,7,9/25/2022,4,2,Operational,As needed
Surgical Gloves,9/25/2022,8,9/25/2022,5,7,Operational,As needed
Heart Monitor,9/25/2022,8,9/25/2022,5,3,Operational,As needed
X-Ray Machine,9/25/2022,8,9/25/2022,5,3,Operational,As needed
Anesthesia Machine,9/25/2022,8,9/25/2022,5,3,Operational,As needed
PPE Kit,9/26/2022,4,9/26/2022,1,8,Operational,As needed
Surgical Gloves,9/26/2022,12,9/26/2022,9,6,Operational,As needed
Heart Monitor,9/26/2022,8,9/26/2022,5,3,Operational,As needed
X-Ray Machine,9/26/2022,8,9/26/2022,5,3,Operational,As needed
Anesthesia Machine,9/26/2022,8,9/26/2022,5,3,Operational,As needed
Anesthesia Machine,9/27/2022,8,9/27/2022,5,3,Operational,As needed
X-Ray Machine,9/27/2022,8,9/27/2022,5,3,Operational,As needed
Heart Monitor,9/27/2022,8,9/27/2022,5,3,Operational,As needed
Surgical Gloves,9/27/2022,5,9/27/2022,2,3,Operational,As needed
PPE Kit,9/27/2022,5,9/27/2022,2,3,Operational,As needed
Anesthesia Machine,9/28/2022,8,9/28/2022,5,3,Operational,As needed
X-Ray Machine,9/28/2022,8,9/28/2022,5,3,Operational,As needed
PPE Kit,9/28/2022,10,9/28/2022,7,5,Operational,As needed
Surgical Gloves,9/28/2022,6,9/28/2022,3,2,Operational,As needed
Heart Monitor,9/28/2022,8,9/28/2022,5,3,Operational,As needed
PPE Kit,9/29/2022,8,9/29/2022,5,9,Operational,As needed
Surgical Gloves,9/29/2022,10,9/29/2022,7,5,Operational,As needed
Heart Monitor,9/29/2022,8,9/29/2022,5,3,Operational,As needed
X-Ray Machine,9/29/2022,8,9/29/2022,5,3,Operational,As needed
Anesthesia Machine,9/29/2022,8,9/29/2022,5,3,Operational,As needed
PPE Kit,9/30/2022,10,9/30/2022,7,7,Operational,As needed
Surgical Gloves,9/30/2022,8,9/30/2022,5,4,Operational,As needed
Heart Monitor,9/30/2022,8,9/30/2022,5,3,Operational,As needed
X-Ray Machine,9/30/2022,8,9/30/2022,5,3,Operational,As needed
Anesthesia Machine,9/30/2022,8,9/30/2022,5,3,Operational,As needed
Anesthesia Machine,10-01-2022,8,10-01-2022,5,3,Operational,As needed
X-Ray Machine,10-01-2022,8,10-01-2022,5,3,Operational,As needed
Surgical Gloves,10-01-2022,6,10-01-2022,3,2,Operational,As needed
Heart Monitor,10-01-2022,8,10-01-2022,5,3,Operational,As needed
PPE Kit,10-01-2022,9,10-01-2022,6,2,Operational,As needed
PPE Kit,10-02-2022,5,10-02-2022,2,3,Operational,As needed
Surgical Gloves,10-02-2022,5,10-02-2022,2,1,Operational,As needed
Heart Monitor,10-02-2022,8,10-02-2022,5,3,Operational,As needed
X-Ray Machine,10-02-2022,8,10-02-2022,5,3,Operational,As needed
Anesthesia Machine,10-02-2022,8,10-02-2022,5,3,Operational,As needed
PPE Kit,10-03-2022,12,10-03-2022,9,9,Operational,As needed
Surgical Gloves,10-03-2022,4,10-03-2022,1,7,Operational,As needed
Heart Monitor,10-03-2022,8,10-03-2022,5,3,Operational,As needed
X-Ray Machine,10-03-2022,8,10-03-2022,5,3,Operational,As needed
Anesthesia Machine,10-03-2022,8,10-03-2022,5,3,Operational,As needed
X-Ray Machine,10-04-2022,8,10-04-2022,5,3,Operational,As needed
Anesthesia Machine,10-04-2022,8,10-04-2022,5,3,Operational,As needed
Heart Monitor,10-04-2022,8,10-04-2022,5,3,Operational,As needed
PPE Kit,10-04-2022,6,10-04-2022,3,4,Operational,As needed
Surgical Gloves,10-04-2022,4,10-04-2022,1,7,Operational,As needed
PPE Kit,10-05-2022,6,10-05-2022,3,7,Operational,As needed
Surgical Gloves,10-05-2022,12,10-05-2022,9,2,Operational,As needed
Heart Monitor,10-05-2022,8,10-05-2022,5,3,Operational,As needed
X-Ray Machine,10-05-2022,8,10-05-2022,5,3,Operational,As needed
Anesthesia Machine,10-05-2022,8,10-05-2022,5,3,Operational,As needed
Anesthesia Machine,10-06-2022,8,10-06-2022,5,3,Operational,As needed
X-Ray Machine,10-06-2022,8,10-06-2022,5,3,Operational,As needed
Surgical Gloves,10-06-2022,7,10-06-2022,4,8,Operational,As needed
PPE Kit,10-06-2022,12,10-06-2022,9,2,Operational,As needed
Heart Monitor,10-06-2022,8,10-06-2022,5,3,Operational,As needed
PPE Kit,10-07-2022,9,10-07-2022,6,1,Operational,As needed
Surgical Gloves,10-07-2022,8,10-07-2022,5,1,Operational,As needed
Heart Monitor,10-07-2022,8,10-07-2022,5,3,Operational,As needed
X-Ray Machine,10-07-2022,8,10-07-2022,5,3,Operational,As needed
Anesthesia Machine,10-07-2022,8,10-07-2022,5,3,Operational,As needed
Anesthesia Machine,10-08-2022,8,10-08-2022,5,3,Operational,As needed
X-Ray Machine,10-08-2022,8,10-08-2022,5,3,Operational,As needed
PPE Kit,10-08-2022,4,10-08-2022,1,1,Operational,As needed
Surgical Gloves,10-08-2022,8,10-08-2022,5,6,Operational,As needed
Heart Monitor,10-08-2022,8,10-08-2022,5,3,Operational,As needed
PPE Kit,10-09-2022,11,10-09-2022,8,4,Operational,As needed
Surgical Gloves,10-09-2022,7,10-09-2022,4,6,Operational,As needed
Heart Monitor,10-09-2022,8,10-09-2022,5,3,Operational,As needed
X-Ray Machine,10-09-2022,8,10-09-2022,5,3,Operational,As needed
Anesthesia Machine,10-09-2022,8,10-09-2022,5,3,Operational,As needed
PPE Kit,10-10-2022,9,10-10-2022,6,9,Operational,As needed
Surgical Gloves,10-10-2022,5,10-10-2022,2,6,Operational,As needed
Heart Monitor,10-10-2022,8,10-10-2022,5,3,Operational,As needed
X-Ray Machine,10-10-2022,8,10-10-2022,5,3,Operational,As needed
Anesthesia Machine,10-10-2022,8,10-10-2022,5,3,Operational,As needed
Anesthesia Machine,10-11-2022,8,10-11-2022,5,3,Operational,As needed
X-Ray Machine,10-11-2022,8,10-11-2022,5,3,Operational,As needed
Heart Monitor,10-11-2022,8,10-11-2022,5,3,Operational,As needed
PPE Kit,10-11-2022,12,10-11-2022,9,8,Operational,As needed
Surgical Gloves,10-11-2022,12,10-11-2022,9,9,Operational,As needed
Surgical Gloves,10-12-2022,10,10-12-2022,7,4,Operational,As needed
Heart Monitor,10-12-2022,8,10-12-2022,5,3,Operational,As needed
X-Ray Machine,10-12-2022,8,10-12-2022,5,3,Operational,As needed
Anesthesia Machine,10-12-2022,8,10-12-2022,5,3,Operational,As needed
PPE Kit,10-12-2022,11,10-12-2022,8,5,Operational,As needed
X-Ray Machine,10/13/2022,8,10/13/2022,5,3,Operational,As needed
Anesthesia Machine,10/13/2022,8,10/13/2022,5,3,Operational,As needed
Surgical Gloves,10/13/2022,12,10/13/2022,9,6,Operational,As needed
PPE Kit,10/13/2022,9,10/13/2022,6,2,Operational,As needed
Heart Monitor,10/13/2022,8,10/13/2022,5,3,Operational,As needed
PPE Kit,10/14/2022,4,10/14/2022,1,5,Operational,As needed
Surgical Gloves,10/14/2022,12,10/14/2022,9,5,Operational,As needed
Heart Monitor,10/14/2022,8,10/14/2022,5,3,Operational,As needed
X-Ray Machine,10/14/2022,8,10/14/2022,5,3,Operational,As needed
Anesthesia Machine,10/14/2022,8,10/14/2022,5,3,Operational,As needed
Anesthesia Machine,10/15/2022,8,10/15/2022,5,3,Operational,As needed
X-Ray Machine,10/15/2022,8,10/15/2022,5,3,Operational,As needed
Surgical Gloves,10/15/2022,6,10/15/2022,3,5,Operational,As needed
PPE Kit,10/15/2022,8,10/15/2022,5,2,Operational,As needed
Heart Monitor,10/15/2022,8,10/15/2022,5,3,Operational,As needed
PPE Kit,10/16/2022,10,10/16/2022,7,5,Operational,As needed
Surgical Gloves,10/16/2022,9,10/16/2022,6,9,Operational,As needed
Heart Monitor,10/16/2022,8,10/16/2022,5,3,Operational,As needed
X-Ray Machine,10/16/2022,8,10/16/2022,5,3,Operational,As needed
Anesthesia Machine,10/16/2022,8,10/16/2022,5,3,Operational,As needed
PPE Kit,10/17/2022,12,10/17/2022,9,8,Operational,As needed
Surgical Gloves,10/17/2022,5,10/17/2022,2,8,Operational,As needed
Heart Monitor,10/17/2022,8,10/17/2022,5,3,Operational,As needed
X-Ray Machine,10/17/2022,8,10/17/2022,5,3,Operational,As needed
Anesthesia Machine,10/17/2022,8,10/17/2022,5,3,Operational,As needed
Heart Monitor,10/18/2022,8,10/18/2022,5,3,Operational,As needed
Anesthesia Machine,10/18/2022,8,10/18/2022,5,3,Operational,As needed
X-Ray Machine,10/18/2022,8,10/18/2022,5,3,Operational,As needed
PPE Kit,10/18/2022,12,10/18/2022,9,4,Operational,As needed
Surgical Gloves,10/18/2022,5,10/18/2022,2,6,Operational,As needed
PPE Kit,10/19/2022,5,10/19/2022,2,3,Operational,As needed
Surgical Gloves,10/19/2022,6,10/19/2022,3,3,Operational,As needed
Heart Monitor,10/19/2022,8,10/19/2022,5,3,Operational,As needed
X-Ray Machine,10/19/2022,8,10/19/2022,5,3,Operational,As needed
Anesthesia Machine,10/19/2022,8,10/19/2022,5,3,Operational,As needed
Anesthesia Machine,10/20/2022,8,10/20/2022,5,3,Operational,As needed
X-Ray Machine,10/20/2022,8,10/20/2022,5,3,Operational,As needed
Heart Monitor,10/20/2022,8,10/20/2022,5,3,Operational,As needed
Surgical Gloves,10/20/2022,11,10/20/2022,8,5,Operational,As needed
PPE Kit,10/20/2022,6,10/20/2022,3,1,Operational,As needed
PPE Kit,10/21/2022,12,10/21/2022,9,8,Operational,As needed
Surgical Gloves,10/21/2022,6,10/21/2022,3,5,Operational,As needed
Heart Monitor,10/21/2022,8,10/21/2022,5,3,Operational,As needed
X-Ray Machine,10/21/2022,8,10/21/2022,5,3,Operational,As needed
Anesthesia Machine,10/21/2022,8,10/21/2022,5,3,Operational,As needed
Anesthesia Machine,10/22/2022,8,10/22/2022,5,3,Operational,As needed
X-Ray Machine,10/22/2022,8,10/22/2022,5,3,Operational,As needed
PPE Kit,10/22/2022,9,10/22/2022,6,9,Operational,As needed
Surgical Gloves,10/22/2022,6,10/22/2022,3,9,Operational,As needed
Heart Monitor,10/22/2022,8,10/22/2022,5,3,Operational,As needed
PPE Kit,10/23/2022,6,10/23/2022,3,5,Operational,As needed
Surgical Gloves,10/23/2022,9,10/23/2022,6,3,Operational,As needed
Heart Monitor,10/23/2022,8,10/23/2022,5,3,Operational,As needed
X-Ray Machine,10/23/2022,8,10/23/2022,5,3,Operational,As needed
Anesthesia Machine,10/23/2022,8,10/23/2022,5,3,Operational,As needed
PPE Kit,10/24/2022,12,10/24/2022,9,2,Operational,As needed
Surgical Gloves,10/24/2022,9,10/24/2022,6,5,Operational,As needed
Heart Monitor,10/24/2022,8,10/24/2022,5,3,Operational,As needed
X-Ray Machine,10/24/2022,8,10/24/2022,5,3,Operational,As needed
Anesthesia Machine,10/24/2022,8,10/24/2022,5,3,Operational,As needed
Anesthesia Machine,10/25/2022,8,10/25/2022,5,3,Operational,As needed
X-Ray Machine,10/25/2022,8,10/25/2022,5,3,Operational,As needed
Heart Monitor,10/25/2022,8,10/25/2022,5,3,Operational,As needed
PPE Kit,10/25/2022,5,10/25/2022,2,5,Operational,As needed
Surgical Gloves,10/25/2022,6,10/25/2022,3,1,Operational,As needed
Surgical Gloves,10/26/2022,10,10/26/2022,7,4,Operational,As needed
Heart Monitor,10/26/2022,8,10/26/2022,5,3,Operational,As needed
X-Ray Machine,10/26/2022,8,10/26/2022,5,3,Operational,As needed
Anesthesia Machine,10/26/2022,8,10/26/2022,5,3,Operational,As needed
PPE Kit,10/26/2022,8,10/26/2022,5,8,Operational,As needed
X-Ray Machine,10/27/2022,8,10/27/2022,5,3,Operational,As needed
Anesthesia Machine,10/27/2022,8,10/27/2022,5,3,Operational,As needed
Surgical Gloves,10/27/2022,9,10/27/2022,6,3,Operational,As needed
PPE Kit,10/27/2022,9,10/27/2022,6,8,Operational,As needed
Heart Monitor,10/27/2022,8,10/27/2022,5,3,Operational,As needed
PPE Kit,10/28/2022,10,10/28/2022,7,2,Operational,As needed
Surgical Gloves,10/28/2022,4,10/28/2022,1,4,Operational,As needed
Heart Monitor,10/28/2022,8,10/28/2022,5,3,Operational,As needed
X-Ray Machine,10/28/2022,8,10/28/2022,5,3,Operational,As needed
Anesthesia Machine,10/28/2022,8,10/28/2022,5,3,Operational,As needed
Anesthesia Machine,10/29/2022,8,10/29/2022,5,3,Operational,As needed
X-Ray Machine,10/29/2022,8,10/29/2022,5,3,Operational,As needed
Surgical Gloves,10/29/2022,12,10/29/2022,9,3,Operational,As needed
Heart Monitor,10/29/2022,8,10/29/2022,5,3,Operational,As needed
PPE Kit,10/29/2022,9,10/29/2022,6,9,Operational,As needed
PPE Kit,10/30/2022,10,10/30/2022,7,1,Operational,As needed
Surgical Gloves,10/30/2022,7,10/30/2022,4,1,Operational,As needed
Heart Monitor,10/30/2022,8,10/30/2022,5,3,Operational,As needed
X-Ray Machine,10/30/2022,8,10/30/2022,5,3,Operational,As needed
Anesthesia Machine,10/30/2022,8,10/30/2022,5,3,Operational,As needed
PPE Kit,10/31/2022,4,10/31/2022,1,6,Operational,As needed
Surgical Gloves,10/31/2022,10,10/31/2022,7,5,Operational,As needed
Heart Monitor,10/31/2022,8,10/31/2022,5,3,Operational,As needed
X-Ray Machine,10/31/2022,8,10/31/2022,5,3,Operational,As needed
Anesthesia Machine,10/31/2022,8,10/31/2022,5,3,Operational,As needed
X-Ray Machine,11-01-2022,8,11-01-2022,5,3,Operational,As needed
Anesthesia Machine,11-01-2022,8,11-01-2022,5,3,Operational,As needed
Heart Monitor,11-01-2022,8,11-01-2022,5,3,Operational,As needed
PPE Kit,11-01-2022,6,11-01-2022,3,1,Operational,As needed
Surgical Gloves,11-01-2022,11,11-01-2022,8,2,Operational,As needed
PPE Kit,11-02-2022,4,11-02-2022,1,4,Operational,As needed
Surgical Gloves,11-02-2022,9,11-02-2022,6,2,Operational,As needed
Heart Monitor,11-02-2022,8,11-02-2022,5,3,Operational,As needed
X-Ray Machine,11-02-2022,8,11-02-2022,5,3,Operational,As needed
Anesthesia Machine,11-02-2022,8,11-02-2022,5,3,Operational,As needed
PPE Kit,11-03-2022,11,11-03-2022,8,8,Operational,As needed
Surgical Gloves,11-03-2022,7,11-03-2022,4,5,Operational,As needed
Heart Monitor,11-03-2022,8,11-03-2022,5,3,Operational,As needed
X-Ray Machine,11-03-2022,8,11-03-2022,5,3,Operational,As needed
Anesthesia Machine,11-03-2022,8,11-03-2022,5,3,Operational,As needed
X-Ray Machine,11-04-2022,8,11-04-2022,5,3,Operational,As needed
Anesthesia Machine,11-04-2022,8,11-04-2022,5,3,Operational,As needed
Surgical Gloves,11-04-2022,12,11-04-2022,9,6,Operational,As needed
PPE Kit,11-04-2022,8,11-04-2022,5,3,Operational,As needed
Heart Monitor,11-04-2022,8,11-04-2022,5,3,Operational,As needed
PPE Kit,11-05-2022,7,11-05-2022,4,2,Operational,As needed
Surgical Gloves,11-05-2022,12,11-05-2022,9,7,Operational,As needed
Heart Monitor,11-05-2022,8,11-05-2022,5,3,Operational,As needed
X-Ray Machine,11-05-2022,8,11-05-2022,5,3,Operational,As needed
Anesthesia Machine,11-05-2022,8,11-05-2022,5,3,Operational,As needed
Anesthesia Machine,11-06-2022,8,11-06-2022,5,3,Operational,As needed
X-Ray Machine,11-06-2022,8,11-06-2022,5,3,Operational,As needed
Surgical Gloves,11-06-2022,10,11-06-2022,7,1,Operational,As needed
PPE Kit,11-06-2022,11,11-06-2022,8,3,Operational,As needed
Heart Monitor,11-06-2022,8,11-06-2022,5,3,Operational,As needed
PPE Kit,11-07-2022,5,11-07-2022,2,5,Operational,As needed
Surgical Gloves,11-07-2022,6,11-07-2022,3,8,Operational,As needed
Heart Monitor,11-07-2022,8,11-07-2022,5,3,Operational,As needed
X-Ray Machine,11-07-2022,8,11-07-2022,5,3,Operational,As needed
Anesthesia Machine,11-07-2022,8,11-07-2022,5,3,Operational,As needed
PPE Kit,11-08-2022,8,11-08-2022,5,5,Operational,As needed
Heart Monitor,11-08-2022,8,11-08-2022,5,3,Operational,As needed
Anesthesia Machine,11-08-2022,8,11-08-2022,5,3,Operational,As needed
Surgical Gloves,11-08-2022,10,11-08-2022,7,8,Operational,As needed
X-Ray Machine,11-08-2022,8,11-08-2022,5,3,Operational,As needed
PPE Kit,11-09-2022,7,11-09-2022,4,6,Operational,As needed
Surgical Gloves,11-09-2022,4,11-09-2022,1,3,Operational,As needed
Heart Monitor,11-09-2022,8,11-09-2022,5,3,Operational,As needed
X-Ray Machine,11-09-2022,8,11-09-2022,5,3,Operational,As needed
Anesthesia Machine,11-09-2022,8,11-09-2022,5,3,Operational,As needed
Anesthesia Machine,11-10-2022,8,11-10-2022,5,3,Operational,As needed
X-Ray Machine,11-10-2022,8,11-10-2022,5,3,Operational,As needed
Surgical Gloves,11-10-2022,8,11-10-2022,5,5,Operational,As needed
PPE Kit,11-10-2022,7,11-10-2022,4,3,Operational,As needed
Heart Monitor,11-10-2022,8,11-10-2022,5,3,Operational,As needed
PPE Kit,11-11-2022,10,11-11-2022,7,5,Operational,As needed
Surgical Gloves,11-11-2022,8,11-11-2022,5,6,Operational,As needed
Heart Monitor,11-11-2022,8,11-11-2022,5,3,Operational,As needed
X-Ray Machine,11-11-2022,8,11-11-2022,5,3,Operational,As needed
Anesthesia Machine,11-11-2022,8,11-11-2022,5,3,Operational,As needed
Anesthesia Machine,11-12-2022,8,11-12-2022,5,3,Operational,As needed
X-Ray Machine,11-12-2022,8,11-12-2022,5,3,Operational,As needed
Surgical Gloves,11-12-2022,7,11-12-2022,4,4,Operational,As needed
